learning_rate,weight_decay,num_epochs,batch_size,lora_dropout,filter_sources
0.00043347297668889676,0.003252640235362604,2,32,0.05829856460183694,WASL|MEA|OHAT|MDSA|VASoL|NAEP
0.00032728269710743875,5.225335305591358e-05,3,64,0.03900212791664642,MDSA|CSZ|MCAS|AIMS|ACTAAP|TIMSS|VASoL|NYSEDREGENTS|LEAP|NCEOGA|OHAT|NAEP|AKDE&ED|MEA
0.0007480523311981309,1.4515673905975585e-05,3,64,0.042919466779291426,MDSA|AIMS|ACTAAP|MCAS|WASL|AKDE&ED|TAKS|TIMSS|NCEOGA|VASoL|CSZ|LEAP|MEA|MEAP|MSA
0.0009609954103430501,0.001198937722441899,2,128,0.047752447683875016,CSZ|MCAS|MEA|NYSEDREGENTS|WASL|NCEOGA|OHAT|MEAP|FCAT|NAEP|VASoL|TIMSS|AIMS|MDSA|ACTAAP|LEAP|MSA
0.0001968699278758298,0.0021095716449002796,2,128,0.022495113629266674,FCAT|AKDE&ED|WASL|NCEOGA|VASoL|NYSEDREGENTS|CSZ|NAEP|LEAP|AIMS|MSA|TAKS
1.5511133784239588e-05,9.162732051404556e-06,2,128,0.04738496425215906,TIMSS|NYSEDREGENTS|LEAP|NAEP|FCAT|MEAP|MSA|VASoL|MDSA|NCEOGA|WASL|ACTAAP|MCAS|CSZ|TAKS|AIMS
0.00014630625233577572,0.00037690233006907215,2,32,0.08181966577277958,CSZ|NCEOGA|ACTAAP|NAEP|OHAT|FCAT|MDSA
0.0003374027072565095,0.004234728126671822,3,64,0.02535456872245151,NAEP|AIMS|MSA|ACTAAP|CSZ|MEA|FCAT
0.00024125922805953874,8.24712513550171e-06,2,128,0.04970096496454573,VASoL|TIMSS|CSZ|MDSA|WASL|AIMS|MSA|AKDE&ED|OHAT|NYSEDREGENTS|TAKS|LEAP|MEA|MCAS
5.061166482867151e-05,0.0002895123857271572,3,64,0.09344591439590519,AIMS|MSA|NYSEDREGENTS|FCAT|AKDE&ED|VASoL|TAKS|WASL|NAEP|LEAP|TIMSS|NCEOGA|MEA|OHAT|MEAP|ACTAAP|MDSA|CSZ|MCAS
1.8332012928480216e-05,0.006528089179939556,2,128,0.09929942533616609,AKDE&ED|TIMSS|ACTAAP
0.00026744331051245605,1.581154710077476e-05,3,128,0.01751196094113008,TAKS|AIMS|MSA|NAEP|TIMSS|CSZ|NYSEDREGENTS|MDSA|VASoL|MEA|NCEOGA|MCAS|LEAP|OHAT|ACTAAP|FCAT|AKDE&ED|MEAP|WASL
3.26203443342014e-05,7.085876581200661e-06,4,32,6.453886673495335e-05,MEA|FCAT|MSA|NCEOGA|CSZ|AIMS|TIMSS|NAEP|OHAT|AKDE&ED|MCAS
1.1997072346927598e-05,0.0002118231793415471,3,128,0.05335215445197592,CSZ|MEAP|NAEP|MDSA|MSA|WASL|NCEOGA|MEA|AKDE&ED|TIMSS|OHAT|NYSEDREGENTS|AIMS|FCAT|VASoL|MCAS|TAKS|ACTAAP|LEAP
3.310765624999533e-05,5.736649300181323e-06,4,32,0.08212890621177017,MSA|WASL|LEAP
1.1318378536612216e-05,1.1033465599193627e-06,2,64,0.08268521177934918,FCAT|TAKS|NYSEDREGENTS|MEA
1.402920603832764e-05,0.0020316212316560268,3,128,0.0956609922903911,MEAP|CSZ|TAKS|MEA|VASoL|WASL
1.8938041558886422e-05,0.005126013536646561,3,64,0.07587749054696952,MSA|TAKS|LEAP|MEAP
4.817697934060813e-05,0.00011605363292072521,3,64,0.03208137323028537,TAKS|LEAP|MEA|WASL|MEAP|NAEP|ACTAAP|CSZ|MCAS|FCAT|VASoL|NYSEDREGENTS|OHAT
0.0009441857741115824,0.004445970553651345,2,32,0.09930537470891737,NYSEDREGENTS|AKDE&ED|TAKS|NAEP|FCAT|MDSA|WASL|LEAP|MCAS|NCEOGA|VASoL|AIMS|TIMSS|CSZ|MSA|MEA
0.0002026224035456516,1.6785693933847765e-05,3,128,0.02374442636422615,NYSEDREGENTS|MSA|AIMS|MEA|LEAP|TIMSS|NCEOGA|VASoL|AKDE&ED|TAKS|FCAT|MEAP
1.0725319943812903e-05,6.424236419688658e-06,3,64,0.03211629700332132,CSZ|MEAP|OHAT|VASoL|ACTAAP|FCAT|TIMSS|MDSA|MSA|NAEP|TAKS|AIMS|NCEOGA|AKDE&ED|WASL|NYSEDREGENTS|MCAS|LEAP
2.7987356850430595e-05,4.3201895368289555e-06,4,128,0.010306867685501231,MEA|AIMS|MDSA|MSA|ACTAAP|TAKS
1.727342459924497e-05,1.4688590747024474e-06,2,128,0.05132962169603797,MSA|LEAP|FCAT|NAEP|OHAT|NCEOGA|MEAP|AIMS|AKDE&ED|NYSEDREGENTS|TIMSS|VASoL
1.575728332497289e-05,8.44417001022578e-06,4,32,0.07214180043301946,MCAS|VASoL|AKDE&ED|OHAT|CSZ|NYSEDREGENTS|FCAT|NCEOGA|AIMS|MSA|MEA
8.62107995697407e-05,2.0198372694797117e-06,3,32,0.019982712688536342,VASoL|MEA|MDSA|NYSEDREGENTS|OHAT|WASL|MSA|NCEOGA|TIMSS|AIMS|LEAP|CSZ|MCAS|FCAT|NAEP|MEAP|ACTAAP|TAKS|AKDE&ED
0.00010279107704107283,0.0001066916588610449,2,32,0.07096187132191978,NYSEDREGENTS|MSA|MEAP|LEAP|NCEOGA|ACTAAP|MCAS|NAEP|VASoL|FCAT|WASL|AKDE&ED
0.0005981477749558018,1.0675510520658138e-05,4,32,0.021660613762027593,AIMS|LEAP|MCAS|TIMSS|FCAT|MSA|CSZ|NYSEDREGENTS|OHAT|NAEP
0.0001720320266364953,5.6505161151390005e-05,4,32,0.06902509601168327,TIMSS
3.084835708825872e-05,1.7733404275436057e-06,4,32,0.04859688095077261,MSA|MDSA|TIMSS|MEAP|AKDE&ED|WASL|OHAT|AIMS|TAKS|ACTAAP|MEA|NAEP|FCAT|MCAS|NCEOGA|NYSEDREGENTS|LEAP|VASoL
0.0007758411558533726,0.00015004659439558406,4,32,0.002316952513296444,WASL|ACTAAP|OHAT|MSA|NYSEDREGENTS|VASoL|CSZ|AKDE&ED|TIMSS
1.0274109250461436e-05,1.939401325106632e-05,2,32,0.026471366684282183,MEA|MSA|MEAP|NYSEDREGENTS|NCEOGA|ACTAAP|MDSA|MCAS|OHAT|CSZ|AIMS|VASoL|AKDE&ED|FCAT|TAKS|LEAP|WASL|TIMSS|NAEP
7.1558668143224e-05,1.5605281371702306e-06,2,32,0.011946619873441588,NYSEDREGENTS|AKDE&ED|TIMSS|NCEOGA|OHAT|MSA
0.0005759945305928478,7.775060155855515e-05,2,64,0.011525641016454048,AKDE&ED|LEAP|VASoL|NYSEDREGENTS|AIMS|TAKS|MDSA|WASL|MEAP|MSA|NAEP|TIMSS|ACTAAP|MCAS|MEA|FCAT|NCEOGA|OHAT
1.032159591902247e-05,0.0015978968780863696,4,64,0.026105206260453564,FCAT|NCEOGA|VASoL|CSZ|WASL|AKDE&ED|MDSA|LEAP|MSA|MEA|ACTAAP|TAKS|AIMS|MCAS|TIMSS|NYSEDREGENTS|OHAT|NAEP
0.0005586442370781041,1.4979632144497252e-05,4,128,0.010022953237916899,MDSA|MCAS|NYSEDREGENTS|NAEP|ACTAAP|MEA|MSA|OHAT|VASoL|AIMS|TAKS
5.333084099018363e-05,0.0025537492349873387,3,64,0.016001728180964316,AKDE&ED|TIMSS|MEA|NAEP
0.000674591347754157,0.00016233901288636058,4,32,0.028051263181873978,OHAT|AKDE&ED|AIMS|TAKS|FCAT
1.6327481387493247e-05,0.00298539568946944,2,128,0.08376534915635461,WASL|MDSA|NYSEDREGENTS|MCAS|TAKS|AKDE&ED|VASoL|OHAT|LEAP|TIMSS|MSA|AIMS|MEAP|CSZ|NAEP|ACTAAP
4.6080296975441416e-05,0.0005290101850186374,2,64,0.022143481199140315,NAEP|MDSA|TAKS|AKDE&ED|FCAT
8.777387266163412e-05,0.0005805631130001052,3,128,0.08073179516512077,FCAT|NYSEDREGENTS|NCEOGA|CSZ|VASoL|NAEP|ACTAAP|MEAP|TAKS|AKDE&ED|LEAP
0.0008559397793544992,3.427700485227057e-05,3,32,0.08608727605225462,FCAT|MSA|VASoL|TAKS|WASL|MCAS|OHAT|MEA|MDSA|AKDE&ED|NAEP
0.0002706209217200259,2.2912917781890373e-05,4,64,0.09243251021311202,WASL|MEA|TAKS|MDSA|NAEP|MEAP
0.0004913539114829453,0.002431947827773055,2,128,0.0665167269037797,MCAS|NYSEDREGENTS|WASL|FCAT|MEA|AIMS|TIMSS|NAEP|ACTAAP|MSA
0.00019713919784239927,0.0045517216243578336,3,64,0.016388086921839407,NCEOGA|CSZ|OHAT|MSA
0.00016489106307597578,1.4126508930796233e-05,4,32,0.060986937378913024,LEAP|MCAS|AKDE&ED|WASL|NAEP|VASoL|AIMS|CSZ|MSA|NCEOGA|FCAT|MDSA|TAKS
0.00037492490124231163,0.0025280617247378807,2,32,0.0534581314813388,OHAT|ACTAAP|MSA|NCEOGA|LEAP|TIMSS|AKDE&ED|MCAS|AIMS|MEA|CSZ|VASoL|MDSA|TAKS|FCAT|NYSEDREGENTS|MEAP
0.00043164886550882045,3.966526629999414e-05,4,64,0.07091106576981093,FCAT
7.417979395259983e-05,1.5282117095955962e-05,4,64,0.08461150580269375,NCEOGA|VASoL|MDSA|CSZ|OHAT|TIMSS|MEA|MCAS|MEAP
1.006657694540541e-05,6.152567913009729e-06,3,128,0.048300143390468245,OHAT|MSA|MCAS
0.0002671773228798482,0.003884502800919624,4,64,0.0825043128140038,AIMS|LEAP|OHAT|NAEP|NCEOGA|ACTAAP|NYSEDREGENTS|MEAP|TIMSS|MDSA|VASoL
7.69040737268949e-05,4.615743130343848e-05,2,128,0.044082604031922094,TIMSS|LEAP|TAKS|NYSEDREGENTS|AKDE&ED
0.00028913219510067547,6.945675019464587e-05,4,128,0.07899230490903437,FCAT|AKDE&ED|NCEOGA|MDSA|VASoL
0.00018856066188270543,2.156647131143017e-06,3,64,0.03312733201530615,AKDE&ED|WASL|MCAS|AIMS|NCEOGA|VASoL
6.809500195452362e-05,0.001948798606442279,4,32,0.018942080204188264,MEAP|NCEOGA|FCAT|OHAT|MEA|TIMSS
0.00027305175117742854,0.005481030275264411,3,64,0.07229469517130037,AIMS|NYSEDREGENTS|NCEOGA|MCAS|NAEP|MSA|MDSA|TIMSS|LEAP|CSZ|WASL|TAKS|MEA|AKDE&ED
0.00017122051737943539,0.0016397958153625538,2,64,0.08169105586438351,MSA|FCAT
2.6925311294035403e-05,0.0018977587041045581,4,128,0.03650110338085301,LEAP|NYSEDREGENTS|MEA|MSA|WASL|CSZ|TAKS|OHAT|TIMSS|MEAP|ACTAAP|VASoL
0.0002449645542515476,0.0004308142360842609,3,32,0.05289427585342446,NCEOGA|MEA|ACTAAP|OHAT|TAKS|NAEP|MCAS|VASoL|MEAP|MDSA|CSZ
0.00044393685896026443,1.0040753980607894e-06,3,32,0.06507243784393867,NYSEDREGENTS|FCAT|WASL|OHAT
2.2872309826000756e-05,7.237307969510037e-05,2,32,0.04446901037322485,ACTAAP|NCEOGA|CSZ|WASL|MCAS|MDSA|MEA|MEAP|NAEP|TIMSS|FCAT|OHAT|TAKS|LEAP|VASoL|MSA
0.0005332657217069181,1.0255033710602442e-06,3,64,0.09191613103893836,VASoL|NYSEDREGENTS|TAKS|AKDE&ED|ACTAAP|MEAP|OHAT
8.313349573170095e-05,0.00022376914959300489,2,128,0.05654653863540138,ACTAAP|MSA|AIMS|NCEOGA
4.5634593606320264e-05,1.1472491907929678e-06,4,32,0.04735060203846249,NYSEDREGENTS|MEA|MSA|VASoL|MCAS|AIMS|ACTAAP
0.00011815331132700415,5.406051541775527e-06,2,128,0.039384375371348535,CSZ|MCAS|VASoL|MDSA|AKDE&ED|NAEP|MEA|ACTAAP|TAKS|MEAP|NYSEDREGENTS|NCEOGA|TIMSS|MSA|OHAT|WASL|LEAP
0.000645897350624505,9.79892682237338e-06,4,64,0.07891584755884805,MEA|MDSA|MCAS|NYSEDREGENTS|TIMSS|OHAT|CSZ|AIMS
3.221270125020115e-05,0.003364015926565959,2,64,0.0349697729521967,FCAT|OHAT|MSA|NYSEDREGENTS|TIMSS|MEA|ACTAAP|TAKS|MCAS|AKDE&ED|WASL|VASoL|CSZ|NCEOGA|AIMS|LEAP|MDSA
1.1892091898475184e-05,1.1817919764006292e-06,4,32,0.06425216792834114,LEAP|TAKS|AIMS|MDSA|WASL|NCEOGA|VASoL|MEA|CSZ|TIMSS|AKDE&ED|FCAT|ACTAAP|OHAT|NAEP|NYSEDREGENTS|MSA
1.7540135586644646e-05,2.7995086205327726e-05,4,32,0.07107513015739109,NCEOGA|OHAT|WASL|FCAT|TAKS
9.783383708956728e-05,0.002448519782679675,4,32,0.07915988568129259,MEA|FCAT|NAEP|AKDE&ED|TIMSS|NCEOGA|VASoL|MSA|OHAT
4.1755011125506145e-05,0.00012291485419398457,3,128,0.09290219336491079,TAKS|NYSEDREGENTS|MDSA|VASoL|MEA|LEAP|WASL|TIMSS|NCEOGA|MCAS|CSZ|MSA|OHAT|ACTAAP|NAEP|FCAT|AIMS
5.60211615169729e-05,0.003631904655744294,3,128,0.07621269863703158,AIMS|MCAS|WASL|FCAT|MEAP|VASoL|TIMSS|NYSEDREGENTS|MSA|CSZ|TAKS
4.627274696436375e-05,2.088463373679485e-06,2,32,0.0038588489188130628,VASoL|MCAS|NYSEDREGENTS|AKDE&ED|MDSA|OHAT|LEAP|ACTAAP|MEA|MSA|AIMS|NCEOGA|CSZ|WASL|TIMSS|NAEP|MEAP|FCAT|TAKS
1.401183340626116e-05,1.618512539489716e-05,2,32,0.028172696339302663,AKDE&ED|TIMSS|VASoL|MEAP|LEAP|MDSA|AIMS|MSA|NCEOGA|NYSEDREGENTS
0.0003310771552404344,0.00010211176952477638,4,64,0.0019618962400731466,NYSEDREGENTS|ACTAAP|MEA|MEAP|OHAT|NAEP|TAKS|MCAS|AKDE&ED|MSA|VASoL|TIMSS|MDSA|NCEOGA|FCAT
0.00010475216895255419,2.37284820147378e-06,3,64,0.0014626710999780302,TAKS|LEAP|OHAT|MCAS|NYSEDREGENTS|ACTAAP|AKDE&ED|WASL|AIMS|VASoL|MSA|NAEP|MEA|MEAP|CSZ|FCAT
7.260408794844755e-05,0.0006089999799910746,2,64,0.09229801223171247,AKDE&ED|WASL|FCAT|MEAP|TAKS|NCEOGA
0.0009647955643736611,0.0007519542575248127,4,32,0.016429049467857004,NAEP|AIMS|LEAP|NYSEDREGENTS|WASL|ACTAAP|FCAT|CSZ|TIMSS|NCEOGA|MEA|MEAP|VASoL|AKDE&ED|TAKS|MDSA
4.019496187539678e-05,0.00012637237021873385,2,64,0.09537683799875553,MSA|NYSEDREGENTS|ACTAAP|FCAT|AKDE&ED|TAKS|TIMSS
4.263358842776684e-05,0.00432659191869039,3,128,0.002577831247190099,MCAS|MSA|MDSA|NYSEDREGENTS|WASL
0.00016238090256601173,0.00531044704262773,4,32,0.06970416117752334,MSA|FCAT|AKDE&ED|LEAP|VASoL
1.021629200288382e-05,6.601947624472395e-06,3,128,0.07582974037587206,NYSEDREGENTS|MCAS|ACTAAP|OHAT|FCAT|CSZ|MEAP|VASoL|AIMS|NAEP|NCEOGA|MSA|MDSA|MEA|TIMSS|LEAP|WASL|TAKS|AKDE&ED
2.82311392989749e-05,2.4932661520847693e-06,3,64,0.07118722005644146,NCEOGA|NYSEDREGENTS|AKDE&ED|MDSA
2.081742505080629e-05,0.0018914523195440855,4,32,0.03838201575651239,MEA|MDSA|OHAT|VASoL|TIMSS|LEAP|CSZ|TAKS|FCAT|MCAS|NAEP|ACTAAP|WASL|NCEOGA
0.0008891504830227314,4.105555547036821e-06,4,32,0.09794065914726463,MCAS|OHAT
0.00014273214370784168,0.00047990571341045135,4,32,0.054642560343080626,CSZ|ACTAAP|AKDE&ED|OHAT|WASL|NAEP|MDSA|FCAT|TIMSS|NYSEDREGENTS|LEAP
4.410784864238303e-05,1.1754576622158612e-05,3,128,0.08426143982174689,TAKS|NYSEDREGENTS|NCEOGA|FCAT|CSZ|NAEP|AIMS|AKDE&ED|MEA|MSA
0.00020774743402765433,1.2810370903588205e-06,2,32,0.09392575746234118,MEA|AKDE&ED|MEAP|LEAP|OHAT|TAKS|CSZ|VASoL|TIMSS|AIMS|WASL|NYSEDREGENTS|NCEOGA|MDSA|MSA|FCAT|ACTAAP
9.333196850149312e-05,0.00035648247418550676,2,32,0.07365293274618388,OHAT|MDSA|VASoL|MSA|NYSEDREGENTS|AIMS|WASL|TIMSS|MCAS|ACTAAP|FCAT
0.00021883720851977926,0.00010708407302216521,2,128,0.047350375260805405,MDSA|TIMSS|FCAT|WASL|AIMS|MEA|LEAP|MEAP|AKDE&ED|VASoL|NAEP|NCEOGA|NYSEDREGENTS
3.50778693390719e-05,0.00010707865435116142,2,128,0.0484237293546832,MDSA|MEAP|VASoL|NYSEDREGENTS|MEA|MSA|TIMSS|OHAT|ACTAAP|WASL|MCAS
0.0009566228040377762,1.6983060894723976e-05,2,64,0.06673147570929039,TIMSS|CSZ
2.679633082806137e-05,1.525034365099416e-06,3,64,0.06324031433151937,TAKS|NCEOGA|ACTAAP|VASoL
0.00015295411954067574,1.6683640484183968e-06,3,128,0.08968525361536926,NYSEDREGENTS|WASL|ACTAAP|MDSA|MEAP|MCAS|LEAP|VASoL|MEA|NAEP|TAKS|AKDE&ED|CSZ|MSA|FCAT|OHAT|AIMS|NCEOGA|TIMSS
0.0001497554265551327,0.0004086942066006321,3,128,0.0028598880364651084,VASoL|NCEOGA|OHAT|NYSEDREGENTS|MEAP|TIMSS
6.147982821991198e-05,0.0013180947259004126,3,32,0.06513091713446915,NAEP|CSZ|OHAT|MEA|AKDE&ED|AIMS|LEAP|MDSA|FCAT|VASoL|NYSEDREGENTS|TAKS|MCAS
1.523434567712739e-05,7.398235621560486e-06,3,32,0.005464770786742468,CSZ|FCAT|NCEOGA|TAKS|NAEP|MDSA|MEAP|NYSEDREGENTS|LEAP|OHAT|WASL|MSA|MEA|VASoL|AKDE&ED
1.5809189386693266e-05,1.6007578522469114e-06,4,128,0.01615970195944586,TIMSS|AKDE&ED|NYSEDREGENTS|OHAT
3.4985485041488634e-05,0.0005269083284731226,2,64,0.005233194989791046,TIMSS|OHAT|MCAS|MEAP|NAEP|NCEOGA|VASoL|AIMS|MSA
0.00017077820201631796,7.361772326470943e-06,4,32,0.030691415634717792,FCAT|MCAS|AKDE&ED|MEAP
0.00010833231937795944,4.670075644533542e-05,2,32,0.03814345984125082,TAKS|OHAT|MCAS|NYSEDREGENTS|AKDE&ED|TIMSS|LEAP|MEA|CSZ|AIMS|MDSA|ACTAAP|VASoL
0.0002886456128885832,3.0496040670110983e-06,2,128,0.05303968879814224,FCAT|AIMS|AKDE&ED|NYSEDREGENTS|MCAS|ACTAAP|MEA|WASL|TIMSS|MEAP|NAEP|MSA|CSZ|NCEOGA|VASoL|TAKS|MDSA|OHAT|LEAP
1.1578804598838334e-05,0.0054410658635151874,3,128,0.061429386853339686,FCAT|OHAT|NYSEDREGENTS|TAKS|WASL|MDSA|MCAS|MEAP|AKDE&ED|LEAP|TIMSS|MEA|NAEP|AIMS|CSZ|MSA|ACTAAP
0.0008942844294931009,0.002863919755188792,3,32,0.05217176701057951,NAEP|AKDE&ED|MDSA|TIMSS|VASoL|MEAP|MCAS|LEAP
2.051839644759326e-05,0.0041747558820674656,2,64,0.06214802735863965,WASL|VASoL|NAEP|NCEOGA|CSZ|AIMS
8.407101783732476e-05,4.606019693616295e-05,2,64,0.014450196297176877,AIMS|MDSA|ACTAAP|MEA|MCAS|MSA|MEAP|NCEOGA|NYSEDREGENTS|OHAT|LEAP|FCAT|TIMSS|VASoL|CSZ|AKDE&ED|WASL|NAEP
